"Intersection","Analysis Neighborhood","Latitude","Longitude"
"GRIFFITH ST \ LA SALLE AVE \ NAVY RD","Bayview Hunters Point","37.72894287109","-122.37854003906"
"36TH AVE \ SHORE VIEW AVE","Outer Richmond","37.78063201904","-122.49659729004"
"CALIFORNIA ST \ STOCKTON ST","Financial District/South Beach","37.79225158691","-122.40751647949"
"AMAZON AVE \ PARIS ST","Excelsior","37.71663284302","-122.4387588501"
"FILLMORE ST \ GERMANIA ST","Hayes Valley","37.77070999146","-122.43016815186"
"ACTON ST \ MISSION ST \ SICKLES AVE","Outer Mission","37.70880508423","-122.45266723633"
"COMPTON RD \ WASHINGTON BLVD","Presidio","37.79425048828","-122.4758605957"
"GUERRERO ST \ HILL ST","Mission","37.75597000122","-122.42321777344"
"BURNETT AVE \ IRON ALY","Castro/Upper Market","37.75696182251","-122.44510650635"
"CLEMENTINA ST \ SUMNER ST","South of Market","37.77589416504","-122.40999603271"
"04TH ST \ FOLSOM ST","South of Market","37.78202438354","-122.40116119385"
"DUBOCE AVE \ PEARL ST","Mission","37.76977920532","-122.42382049561"
"ARGENT ALY \ MARKET ST","Twin Peaks","37.75256347656","-122.44272613525"
"24TH ST \ HAMPSHIRE ST","Mission","37.75290679932","-122.40728759766"
"36TH AVE \ LAWTON ST","Sunset/Parkside","37.75716400146","-122.49494934082"
"HAIGHT ST \ PIERCE ST","Haight Ashbury","37.77168655396","-122.4337310791"
"CHARLES J BRENHAM PL \ MCALLISTER ST","Tenderloin","37.78099441528","-122.41314697266"
"HYDE ST \ VALLEJO ST","Russian Hill","37.79733276367","-122.4186706543"
"18TH AVE \ FULTON ST","Golden Gate Park","37.77291107178","-122.47669219971"
"BUENA VISTA AVE \ HAIGHT ST","Haight Ashbury","37.77046966553","-122.44331359863"
"BRUSSELS ST \ WARD ST","Visitacion Valley","37.71871948242","-122.40209960938"
"LOMBARD ST \ STEINER ST","Marina","37.79963302612","-122.43769836426"
"HAMPSHIRE ST \ MARIPOSA ST","Mission","37.76312255859","-122.40830230713"
"19TH AVE \ MORAGA ST","Sunset/Parkside","37.75611114502","-122.47655487061"
"CONRAD ST \ DIAMOND ST","Glen Park","37.73836898804","-122.43613433838"
"14TH AVE \ PORTOLA DR \ SAN ANSELMO AVE \ SANTA ANA AVE","West of Twin Peaks","37.73741531372","-122.46830749512"
"GREENWICH ST \ POLK ST","Russian Hill","37.80062484741","-122.4227142334"
"BOCANA ST \ CORTLAND AVE","Bernal Heights","37.73929595947","-122.41858673096"
"ELLINGTON AVE \ OTTAWA AVE","Outer Mission","37.71408843994","-122.44432830811"
"GRANVILLE WAY \ PUBLIC PARK","West of Twin Peaks","37.74235916138","-122.46238708496"
"ROOSEVELT WAY \ SATURN ST","Castro/Upper Market","37.76249694824","-122.44466400146"
"BUCHANAN ST \ ROSE ST","Hayes Valley","37.77300262451","-122.42726135254"
"14TH AVE \ WEST PORTAL AVE","West of Twin Peaks","37.73796844482","-122.46905517578"
"03RD ST \ PHELPS ST","Bayview Hunters Point","37.74406051636","-122.38751220703"
"17TH AVE \ NORIEGA ST","Inner Sunset","37.75433349609","-122.4743347168"
"LIBERTY ST \ SANCHEZ ST","Castro/Upper Market","37.75720214844","-122.43013000488"
"ALEMANY BLVD \ FOOTE AVE","Outer Mission","37.71464920044","-122.447265625"
"DE LONG ST \ LIEBIG ST \ SAN JOSE AVE","Outer Mission","37.7095413208","-122.45767211914"
"40TH AVE \ GEARY BLVD","Outer Richmond","37.77935028076","-122.50080108643"
"GOUGH ST \ HAIGHT ST \ MARKET ST","Hayes Valley","37.77303695679","-122.42194366455"
"03RD ST \ MISSION BAY BLVD","Mission Bay","37.77111053467","-122.38952636719"
"GENEVA AVE \ MADRID ST","Excelsior","37.71493911743","-122.43780517578"
"38TH AVE \ IRVING ST","Sunset/Parkside","37.76266479492","-122.4974822998"
"32ND AVE \ VICENTE ST","Sunset/Parkside","37.73870849609","-122.48935699463"
"CHESLEY ST \ HARRISON ST","South of Market","37.77463912964","-122.40740203857"
"HURON AVE \ LAURA ST","Outer Mission","37.71067047119","-122.45134735107"
"34TH AVE \ ULLOA ST","Sunset/Parkside","37.74047470093","-122.49163818359"
"FARNUM ST \ MOFFITT ST","Glen Park","37.7381362915","-122.43395233154"
"LAGUNA ST \ SUTTER ST","Japantown","37.78671264648","-122.42833709717"
"CONGDON ST \ TRUMBULL ST","Excelsior","37.7308807373","-122.42614746094"
"06TH ST \ SHIPLEY ST","South of Market","37.77806854248","-122.40506744385"
"HAGIWARA TEA GARDEN DR \ JOHN F KENNEDY DR \ MUSIC CONCOURSE DR","Golden Gate Park","37.77257537842","-122.46656036377"
"EARL ST \ INNES AVE","Bayview Hunters Point","37.72987365723","-122.37200927734"
"BONNIE BRAE LN \ COUNTRY CLUB DR","Sunset/Parkside","37.72999572754","-122.4963760376"
"BUSH ST \ EUCLID AVE \ PRESIDIO AVE","Presidio Heights","37.78536987305","-122.44641876221"
"BURNETT AVE \ HOPKINS AVE","Twin Peaks","37.75313568115","-122.44464111328"
"DENSLOWE DR \ LYNDHURST DR","West of Twin Peaks","37.72408294678","-122.47425079346"
"HOWTH ST \ NIAGARA AVE","Oceanview/Merced/Ingleside","37.72081375122","-122.45092773438"
"BURNETT AVE \ GOLDING LN","Twin Peaks","37.75173950195","-122.44435882568"
"POST ST \ SCOTT ST","Japantown","37.78453063965","-122.43801879883"
"17TH AVE \ CABRILLO ST","Outer Richmond","37.7748298645","-122.47575378418"
"INNES CT \ KENNEDY PL","Bayview Hunters Point","37.7273979187","-122.36791992188"
"FILLMORE ST \ FULTON ST","Hayes Valley","37.77769851685","-122.43157196045"
"28TH AVE \ CABRILLO ST","Outer Richmond","37.77429199219","-122.48753356934"
"PRAGUE ST \ ROLPH ST","Excelsior","37.71175765991","-122.43264770508"
"DOWNEY ST \ FREDERICK ST","Haight Ashbury","37.76710891724","-122.44719696045"
"36TH AVE \ VICENTE ST","Sunset/Parkside","37.73851776123","-122.49366760254"
"BRANNAN ST \ HARRIET ST","South of Market","37.77438354492","-122.40151977539"
"BOSWORTH ST \ MISSION ST \ MURRAY ST","Outer Mission","37.7336769104","-122.42639160156"
"17TH ST \ DIAMOND ST","Castro/Upper Market","37.76235580444","-122.43733978271"
"GOUGH ST \ STEVENSON ST","Mission","37.77264022827","-122.42144012451"
"36TH AVE \ UNNAMED 010","Outer Richmond","37.78015899658","-122.49656677246"
"17TH ST \ ABBEY ST","Castro/Upper Market","37.7629737854","-122.4271697998"
"09TH AVE \ ORTEGA ST","Inner Sunset","37.75284957886","-122.46553039551"
"30TH AVE \ KIRKHAM ST","Sunset/Parkside","37.75931167603","-122.48864746094"
"DIAMOND HEIGHTS BLVD \ DUNCAN ST","Noe Valley","37.74529647827","-122.44008636475"
"PACIFIC AVE \ PRESIDIO AVE \ PRESIDIO BLVD","Presidio Heights","37.79170227051","-122.4476776123"
"MADRONE AVE \ TARAVAL ST","West of Twin Peaks","37.74349212646","-122.46685791016"
"GREENWICH ST \ SCOTT ST","Marina","37.79832458496","-122.44079589844"
"FAIRFIELD WAY \ LAKEWOOD AVE","West of Twin Peaks","37.72773361206","-122.46357727051"
"GATEVIEW AVE \ NORTHPOINT DR","Treasure Island","37.82999038696","-122.37459564209"
"EDNA ST \ HEARST AVE","West of Twin Peaks","37.73069763184","-122.4465713501"
"41ST AVE \ CABRILLO ST","Outer Richmond","37.77365112305","-122.50146484375"
"18TH ST \ COLLINGWOOD ST","Castro/Upper Market","37.76082229614","-122.4361114502"
"EXCELSIOR AVE \ LISBON ST","Excelsior","37.72510528564","-122.43125152588"
"GORDON ST \ HARRISON ST","South of Market","37.77283859253","-122.40968322754"
"19TH ST \ TREAT AVE","Mission","37.76056289673","-122.41375732422"
"19TH ST \ MISSOURI ST","Potrero Hill","37.7612991333","-122.39640808105"
"BROAD ST \ CAPITOL AVE","Oceanview/Merced/Ingleside","37.7131729126","-122.45902252197"
"BATTERY ST \ GREEN ST","Financial District/South Beach","37.80045700073","-122.40142822266"
"LAUREL ST \ LUPINE AVE","Presidio Heights","37.78419494629","-122.44921112061"
"CALIFORNIA ST \ PRATT PL","Chinatown","37.79217910767","-122.40808868408"
"15TH ST \ POTRERO AVE","Mission","37.76708221436","-122.40768432617"
"ROACH ST \ VALPARAISO ST","Russian Hill","37.80116653442","-122.41485595703"
"FRANCIS ST \ MISSION ST","Outer Mission","37.72658920288","-122.43335723877"
"11TH AVE \ ORTEGA ST","Inner Sunset","37.75275802612","-122.46764373779"
"44TH AVE \ GEARY BLVD","Outer Richmond","37.7791595459","-122.50508880615"
"ALTON AVE \ CASTENADA AVE","West of Twin Peaks","37.7502746582","-122.46206665039"
"RUTH ST \ WATTSON PL","Outer Mission","37.72348022461","-122.43716430664"
"25TH ST \ LUCKY ST","Mission","37.75093460083","-122.4133682251"
"LAIDLEY ST \ ROANOKE ST","Glen Park","37.73609161377","-122.43079376221"
"HEYMAN AVE \ PROSPECT AVE","Bernal Heights","37.74183273315","-122.41980743408"
"DRUMM ST \ JACKSON ST","Financial District/South Beach","37.79724502563","-122.39714050293"
"08TH ST \ NATOMA ST","South of Market","37.77666091919","-122.41215515137"
"BUCHANAN ST \ SACRAMENTO ST","Pacific Heights","37.79025268555","-122.43074035645"
"29TH ST \ NOE ST","Noe Valley","37.74343109131","-122.43109893799"
"COLLEGE AVE \ CRESCENT AVE \ MISSION ST","Bernal Heights","37.73537063599","-122.42470550537"
"COLERIDGE ST \ HEYMAN AVE","Bernal Heights","37.7421913147","-122.42069244385"
"CALIFORNIA ST \ LYON ST","Presidio Heights","37.78743743896","-122.44540405273"
"ALOHA AVE \ FUNSTON AVE","Inner Sunset","37.75752258301","-122.47015380859"
"25TH ST \ SHOTWELL ST","Mission","37.7508354187","-122.41501617432"
"DIVISADERO ST \ FULTON ST","Hayes Valley","37.77685546875","-122.43817901611"
"18TH ST \ EUREKA ST","Castro/Upper Market","37.76069259644","-122.43826293945"
"GLADSTONE DR \ SUNGLOW LN","Excelsior","37.72938537598","-122.42056274414"
"INGALLS ST \ QUESADA AVE","Bayview Hunters Point","37.72911071777","-122.38399505615"
"DORE ST \ HOWARD ST","South of Market","37.77451705933","-122.41377258301"
"15TH ST \ SHARON ST","Castro/Upper Market","37.76606369019","-122.42992401123"
"FONT BLVD \ GONZALEZ DR","Lakeshore","37.71678924561","-122.47592163086"
"BEACHMONT DR \ LAGUNITAS DR","West of Twin Peaks","37.732421875","-122.47397613525"
"CALGARY ST \ SAWYER ST \ VELASCO AVE","Visitacion Valley","37.70899581909","-122.41596221924"
"LANE ST \ PALOU AVE","Bayview Hunters Point","37.73291778564","-122.38903808594"
"INGALLS ST \ INGERSON AVE","Bayview Hunters Point","37.71911239624","-122.39298248291"
"COLUMBUS AVE \ FRANCISCO ST","Russian Hill","37.80435562134","-122.41605377197"
"GERMANIA ST \ STEINER ST","Hayes Valley","37.77050018311","-122.43180847168"
"HICKORY ST \ OCTAVIA ST","Hayes Valley","37.77531051636","-122.42407226563"
"BURNETT AVE \ VISTA LN","Twin Peaks","37.75262451172","-122.44481658936"
"EVANS AVE \ HUNTERS POINT BLVD","Bayview Hunters Point","37.73671340942","-122.37740325928"
"WASHINGTON ST \ WETMORE ST","Chinatown","37.79463195801","-122.41053771973"
"FUNSTON AVE \ ULLOA ST","West of Twin Peaks","37.74147033691","-122.4690322876"
"ANZAVISTA AVE \ TERRA VISTA AVE","Lone Mountain/USF","37.78087997437","-122.44551086426"
"SCHWERIN ST \ TOWERSIDE AVE","Visitacion Valley","37.71012496948","-122.41156005859"
"14TH AVE \ AERIAL WAY","Inner Sunset","37.7523765564","-122.47068023682"
"ALEMANY BLVD \ SANTA ROSA AVE","Outer Mission","37.72671890259","-122.43598937988"
"LYON ST \ WASHINGTON ST","Pacific Heights","37.79011917114","-122.44593048096"
"15TH ST \ GUERRERO ST","Mission","37.76640701294","-122.42425537109"
"HURON AVE \ NAGLEE AVE","Outer Mission","37.71321105957","-122.4481048584"
"HARLEM ALY \ OFARRELL ST","Tenderloin","37.78553009033","-122.41502380371"
"16TH ST \ RHODE ISLAND ST","Mission Bay","37.76607513428","-122.40268707275"
"LARKIN ST \ MYRTLE ST","Tenderloin","37.78564071655","-122.41799926758"
"38TH AVE \ GEARY BLVD","Outer Richmond","37.77945709229","-122.49866485596"
"BRYANT ST \ HARRIET ST","South of Market","37.77560424805","-122.40307617188"
"JERROLD AVE \ RANKIN ST","Bayview Hunters Point","37.74193572998","-122.39504241943"
"FRANCISCO ST \ FRANKLIN ST","Marina","37.80299758911","-122.42656707764"
"BATTERY ST \ CALIFORNIA ST","Financial District/South Beach","37.79320907593","-122.39995574951"
"25TH ST \ BALMY ST","Mission","37.75099945068","-122.41231536865"
"27TH AVE \ CALIFORNIA ST","Outer Richmond","37.78378677368","-122.48715209961"
"GLENDALE ST \ MARKET ST","Twin Peaks","37.75663757324","-122.44222259521"
"PLUM ST \ SOUTH VAN NESS AVE","Mission","37.77087783813","-122.41802978516"
"RANDOLPH ST \ VICTORIA ST","Oceanview/Merced/Ingleside","37.7142868042","-122.46530151367"
"KEYES AVE \ LINCOLN BLVD","Presidio","37.80129623413","-122.45555877686"
"CLAY ST \ GOUGH ST","Pacific Heights","37.79175567627","-122.42597961426"
"28TH AVE \ EL CAMINO DEL MAR","Seacliff","37.78761672974","-122.4884262085"
"PARIS ST \ RUSSIA AVE","Excelsior","37.72082901001","-122.43558502197"
"DELANO AVE \ OTTAWA AVE","Outer Mission","37.7165145874","-122.44734954834"
"03RD ST \ MISSION ROCK ST","Mission Bay","37.77293014526","-122.38971710205"
"LAGUNA ST \ OAK ST","Hayes Valley","37.77459716797","-122.42588806152"
"DELANO AVE \ OCEAN AVE","Outer Mission","37.72308349609","-122.44327545166"
"BRUNSWICK ST \ CURTIS ST","Excelsior","37.71175003052","-122.43907928467"
"22ND AVE \ KIRKHAM ST","Sunset/Parkside","37.75968933105","-122.48007202148"
"CLAYTON ST \ GROVE ST","Lone Mountain/USF","37.77445983887","-122.44951629639"
"DONAHUE ST \ HUDSON AVE","Bayview Hunters Point","37.72947311401","-122.36953735352"
"POLLARD PL \ ROMOLO ST \ VALLEJO ST","North Beach","37.79887390137","-122.40643310547"
"04TH ST \ KING ST","Mission Bay","37.77633285522","-122.39403533936"
"CRESTA VISTA DR \ GLOBE ALY","West of Twin Peaks","37.73551559448","-122.45782470703"
"CHESTNUT ST \ LAGUNA ST","Marina","37.80144500732","-122.43131256104"
"LEAVENWORTH ST \ PACIFIC AVE","Nob Hill","37.79566955566","-122.41665649414"
"RALSTON ST \ RANDOLPH ST","Oceanview/Merced/Ingleside","37.71425628662","-122.4688949585"
"CONGO ST \ MONTEREY BLVD","West of Twin Peaks","37.73157501221","-122.44202423096"
"DARTMOUTH ST \ SILVER AVE","Portola","37.72988891602","-122.41328430176"
"MASON ST \ POST ST","Nob Hill","37.7880821228","-122.41005706787"
"BUCHANAN ST \ VALLEJO ST","Marina","37.79564285278","-122.43183135986"
"26TH AVE \ JUDAH ST","Sunset/Parkside","37.76137161255","-122.48449707031"
"28TH AVE \ TARAVAL ST","Sunset/Parkside","37.74262619019","-122.48533630371"
"CADELL PL \ UNION ST","North Beach","37.80058670044","-122.40801239014"
"KEARNY ST \ SACRAMENTO ST","Chinatown","37.79356384277","-122.40460968018"
"26TH ST \ DOLORES ST","Mission","37.74863433838","-122.42484283447"
"CAMPBELL AVE \ GOETTINGEN ST","Visitacion Valley","37.71485519409","-122.40159606934"
"HOLLOWAY AVE \ PLYMOUTH AVE","Oceanview/Merced/Ingleside","37.72184753418","-122.45613861084"
"23RD ST \ DOLORES ST","Noe Valley","37.75343322754","-122.42530059814"
"HUDSON AVE \ PHELPS ST","Bayview Hunters Point","37.74110412598","-122.39014434814"
"47TH AVE \ GOLF COURSE ACCESS RD \ JOHN F KENNEDY DR","Golden Gate Park","37.76923370361","-122.50827789307"
"ARCH ST \ GARFIELD ST","Oceanview/Merced/Ingleside","37.71967315674","-122.46715545654"
"LIGGETT AVE \ MORTON ST","Presidio","37.79507827759","-122.45196533203"
"NEWCOMB AVE \ NEWHALL ST","Bayview Hunters Point","37.73628616333","-122.39164733887"
"CENTRAL AVE \ HAYES ST","Lone Mountain/USF","37.77415084839","-122.44440460205"
"DIVISADERO ST \ HAIGHT ST","Haight Ashbury","37.77126693726","-122.43704223633"
"FELLA PL \ POWELL ST","Nob Hill","37.79081344604","-122.40892028809"
"LAUREL ST \ MAYFAIR DR","Presidio Heights","37.7861366272","-122.44998168945"
"COLLINS ST \ EUCLID AVE","Presidio Heights","37.78448104858","-122.45013427734"
"16TH AVE \ TARAVAL ST","West of Twin Peaks","37.74319076538","-122.47248077393"
"MANSELL ST \ VISITACION AVE","McLaren Park","37.7187538147","-122.41167449951"
"LA SALLE AVE \ OSCEOLA LN","Bayview Hunters Point","37.73243331909","-122.38380432129"
"CHESTER AVE \ PAYSON ST","Oceanview/Merced/Ingleside","37.71217727661","-122.47043609619"
"20TH ST \ LEXINGTON ST","Mission","37.75854492188","-122.42050933838"
"BATTERY ST \ LOMBARD ST \ THE EMBARCADERO","Financial District/South Beach","37.80407333374","-122.40196990967"
"20TH ST \ TEXAS ST","Potrero Hill","37.76008605957","-122.39531707764"
"11TH AVE \ LAWTON ST","Inner Sunset","37.75835037231","-122.46806335449"
"ALVARADO ST \ CASTRO ST","Noe Valley","37.75368881226","-122.43431854248"
"12TH ST \ KISSLING ST","Mission","37.77141189575","-122.41618347168"
"ASHTON AVE \ PICO AVE","West of Twin Peaks","37.72426986694","-122.46227264404"
"GREENWICH ST \ ROACH ST","Russian Hill","37.80163192749","-122.41494750977"
"26TH AVE \ KIRKHAM ST","Sunset/Parkside","37.75950241089","-122.48436737061"
"JACKSON ST \ MAPLE ST","Presidio Heights","37.78976821899","-122.4557723999"
"FULTON ST \ OCTAVIA ST","Hayes Valley","37.77853775024","-122.42499542236"
"BROADWAY \ TURK MURPHY LN","Chinatown","37.79749298096","-122.40969085693"
"26TH ST \ CYPRESS ST","Mission","37.74913787842","-122.41651916504"
"16TH AVE \ MORAGA ST","Inner Sunset","37.75623703003","-122.47368621826"
"MYRTLE ST \ VAN NESS AVE","Tenderloin","37.78521347046","-122.42136383057"
"WALLER ST \ WEBSTER ST","Hayes Valley","37.77138519287","-122.42861175537"
"CITYVIEW WAY \ SKYVIEW WAY","Twin Peaks","37.74883651733","-122.45037841797"
"18TH AVE \ RIVERA ST","West of Twin Peaks","37.74682617188","-122.4748840332"
"03RD ST \ CESAR CHAVEZ ST","Bayview Hunters Point","37.75026321411","-122.38758850098"
"BATTERY ST \ FILBERT ST","Financial District/South Beach","37.8023109436","-122.40179443359"
"HAGIWARA TEA GARDEN DR \ MUSIC CONCOURSE ACCESS RD","Golden Gate Park","37.77017211914","-122.46929168701"
"GROVE ST \ LYON ST","Lone Mountain/USF","37.77529525757","-122.4429473877"
"CASTRO ST \ HILL ST","Noe Valley","37.75528717041","-122.43447113037"
"42ND AVE \ FULTON ST","Outer Richmond","37.77173995972","-122.50240325928"
"GLOVER ST \ JONES ST","Nob Hill","37.7972869873","-122.41529083252"
"22ND ST \ WORTH ST","Noe Valley","37.75416564941","-122.43985748291"
"16TH AVE \ CLEMENT ST","Outer Richmond","37.78245544434","-122.47523498535"
"NORTH POINT ST \ TAYLOR ST","North Beach","37.80634307861","-122.41542816162"
"ARGONAUT AVE \ BURR AVE","Visitacion Valley","37.71005630493","-122.41499328613"
"04TH AVE \ HUGO ST","Inner Sunset","37.765209198","-122.46102142334"
"MISSION BAY BLVD \ TERRY A FRANCOIS BLVD","Mission Bay","37.77083969116","-122.38645172119"
"SEYMOUR ST \ TURK ST","Western Addition","37.77976608276","-122.43789672852"
"OCTAVIA ST \ SACRAMENTO ST","Pacific Heights","37.79066848755","-122.42744445801"
"FRANKLIN ST \ LOMBARD ST","Marina","37.80109405518","-122.42617797852"
"ULLOA ST \ WEST PORTAL AVE","West of Twin Peaks","37.74089050293","-122.46582794189"
"BOCANA ST \ POWHATTAN AVE","Bernal Heights","37.74167251587","-122.41706085205"
"20TH AVE \ CABRILLO ST","Outer Richmond","37.77468109131","-122.47897338867"
"CRANLEIGH DR \ LAGUNITAS DR","West of Twin Peaks","37.73372268677","-122.47317504883"
"GEARY ST \ MASON ST","Tenderloin","37.78714752197","-122.4098739624"
"24TH ST \ YORK ST","Mission","37.75285339355","-122.40818786621"
"12TH AVE \ ANZA ST","Inner Richmond","37.77880096436","-122.4705657959"
"FOOTE AVE \ MISSION ST","Outer Mission","37.71262359619","-122.44474029541"
"CENTRAL AVE \ MCALLISTER ST","Lone Mountain/USF","37.77695846558","-122.44496917725"
"KEITH ST \ WALLACE AVE","Bayview Hunters Point","37.72747802734","-122.39110565186"
"CAMBRIDGE ST \ WAYLAND ST","McLaren Park","37.72282409668","-122.41691589355"
"GOUGH ST \ GREEN ST","Marina","37.79719924927","-122.42707824707"
"HARRISON ST \ RIPLEY ST","Bernal Heights","37.74426651001","-122.41136169434"
"EAST FORT MILEY RD \ FORT MILEY 3","Lincoln Park","37.78156661987","-122.50262451172"
"FRANCE AVE \ LISBON ST","Excelsior","37.7188911438","-122.4359588623"
"ACACIA AVE \ IRONWOOD WAY","Bayview Hunters Point","37.73678588867","-122.38011169434"
"21ST AVE \ MORAGA ST","Sunset/Parkside","37.75601196289","-122.47874450684"
"BITTING AVE \ NEWHALL ST","Bayview Hunters Point","37.72727584839","-122.39908599854"
"CLAY ST \ GOLDBERG LN","Pacific Heights","37.79076385498","-122.43376922607"
"MOUNT VERNON AVE \ SAN MIGUEL ST","Oceanview/Merced/Ingleside","37.71868896484","-122.44916534424"
"BIRCH ST \ LAGUNA ST","Hayes Valley","37.77786254883","-122.42654418945"
"BRADFORD ST \ CORTLAND AVE","Bernal Heights","37.73971939087","-122.40949249268"
"COLE ST \ GRATTAN ST","Haight Ashbury","37.76402664185","-122.44960021973"
"BUENA VISTA AVE \ WALLER ST","Haight Ashbury","37.77002334595","-122.43925476074"
"SHIELDS ST \ VICTORIA ST","Oceanview/Merced/Ingleside","37.717918396","-122.46533966064"
"42ND AVE \ ULLOA ST","Sunset/Parkside","37.7400970459","-122.50019836426"
"31ST AVE \ IRVING ST","Sunset/Parkside","37.76299667358","-122.48998260498"
"FILBERT ST \ JONES ST","Russian Hill","37.80054855347","-122.41594696045"
"BACON ST \ BRUSSELS ST","Portola","37.7271156311","-122.40558624268"
"LINCOLN BLVD \ MCDOWELL AVE \ PARK BLVD","Presidio","37.79959869385","-122.46717834473"
"ANDERSON ST \ JARBOE AVE","Bernal Heights","37.7384185791","-122.41522216797"
"ALABAMA ST \ RUTLEDGE ST","Bernal Heights","37.74491882324","-122.4104385376"
"45TH AVE \ GEARY BLVD","Outer Richmond","37.77910995483","-122.50616455078"
"MINT ST \ MISSION ST","South of Market","37.78219223022","-122.40716552734"
"BACON ST \ HAMILTON ST","Portola","37.72608184814","-122.40953063965"
"BAY VIEW ST \ LATONA ST","Bayview Hunters Point","37.73248672485","-122.39235687256"
"CAYUGA AVE \ SANTA ROSA AVE","Outer Mission","37.72716903687","-122.4368057251"
"LEIDESDORFF ST \ SACRAMENTO ST","Chinatown","37.79388046265","-122.40216064453"
"AMAZON AVE \ EDINBURGH ST","Excelsior","37.71569442749","-122.43619537354"
"AVOCA ALY \ MYRA WAY","West of Twin Peaks","37.73821258545","-122.45078277588"
"HIGHLAND AVE \ HOLLY PARK CIR","Bernal Heights","37.73725891113","-122.42108154297"
"LAKE MERCED BLVD \ SKYLINE BLVD","Sunset/Parkside","37.73226928711","-122.49810791016"
"MONTGOMERY ST \ SUTTER ST","Financial District/South Beach","37.7900390625","-122.40219116211"
"ESQUINA DR \ PARQUE DR","Visitacion Valley","37.7101020813","-122.42100524902"
"AUGUSTA ST \ WATERVILLE ST","Bayview Hunters Point","37.73445129395","-122.40268707275"
"SWEENY ST \ UNIVERSITY ST","Portola","37.73059844971","-122.41577911377"
"JONES ST \ MACONDRAY LN","Russian Hill","37.79915237427","-122.41566467285"
"45TH AVE \ ULLOA ST","Sunset/Parkside","37.7399520874","-122.50341796875"
"22ND AVE \ ORTEGA ST","Sunset/Parkside","37.7522354126","-122.47956085205"
"HAYES ST \ MASONIC AVE","Lone Mountain/USF","37.77393722534","-122.44609069824"
"JOOST AVE \ MONTEREY BLVD","West of Twin Peaks","37.73229598999","-122.4349899292"
"PLYMOUTH AVE \ SADOWA ST","Oceanview/Merced/Ingleside","37.71231842041","-122.45604705811"
"POWELL ST \ SACRAMENTO ST","Nob Hill","37.7929725647","-122.40936279297"
"30TH AVE \ ORTEGA ST","Sunset/Parkside","37.75185394287","-122.4881439209"
"CECILIA AVE \ RIVERA ST","West of Twin Peaks","37.74695205688","-122.47206115723"
"BAY ST \ KEARNY ST","North Beach","37.80642700195","-122.40714263916"
"06TH AVE \ LOCKSLEY AVE","Inner Sunset","37.75973510742","-122.46279144287"
"CLAYTON ST \ OAK ST","Haight Ashbury","37.77166748047","-122.44895935059"
"HUDSON AVE \ WESTBROOK CT","Bayview Hunters Point","37.73497772217","-122.38313293457"
"17TH ST \ CHURCH ST","Castro/Upper Market","37.76288986206","-122.42850494385"
"18TH AVE \ CLEMENT ST","Outer Richmond","37.7823600769","-122.47737121582"
"ATHENS ST \ ITALY AVE","Excelsior","37.71542358398","-122.43312835693"
"AMBROSE BIERCE ST \ NEW MONTGOMERY ST","Financial District/South Beach","37.78770065308","-122.4008102417"
"25TH ST \ VICKSBURG ST","Noe Valley","37.75003051758","-122.42839050293"
"BUENA VISTA AVE \ UNNAMED 080","Haight Ashbury","37.76601028442","-122.44281005859"
"ITALY AVE \ NAPLES ST","Excelsior","37.71619033813","-122.43473052979"
"EXETER ST \ SALINAS AVE","Bayview Hunters Point","37.72130203247","-122.39900970459"
"FRIEDELL ST \ KIRKWOOD AVE","Bayview Hunters Point","37.72731018066","-122.3708190918"
"ADA CT \ OFARRELL ST","Tenderloin","37.78544998169","-122.41567230225"
"BATTERY ST \ WASHINGTON ST","Financial District/South Beach","37.79587554932","-122.40048217773"
"ANDERSON ST \ POWHATTAN AVE","Bernal Heights","37.74158096313","-122.41507720947"
"23RD ST \ VICKSBURG ST","Noe Valley","37.75322341919","-122.42869567871"
"CALIFORNIA ST \ LEIDESDORFF ST","Financial District/South Beach","37.79295349121","-122.40195465088"
"CESAR CHAVEZ ST \ DOLORES ST","Noe Valley","37.74782943726","-122.42476654053"
"22ND AVE \ WAWONA ST","Sunset/Parkside","37.73731231689","-122.47850036621"
"MAIDEN LN \ STOCKTON ST","Financial District/South Beach","37.78803253174","-122.40668487549"
"36TH AVE \ JUDAH ST","Sunset/Parkside","37.76089859009","-122.49521636963"
"JACKSON ST \ OCTAVIA ST","Pacific Heights","37.79330825806","-122.42798614502"
"FAIRMOUNT ST \ MIGUEL ST","Glen Park","37.73850250244","-122.42872619629"
"GOLD MINE DR \ OPALO LN","Glen Park","37.74261856079","-122.43935394287"
"ESMERALDA AVE \ FRANCONIA ST \ PERALTA AVE","Bernal Heights","37.74335098267","-122.40859222412"
"POWELL ST \ UNION ST","Chinatown","37.80023956299","-122.41083526611"
"47TH AVE \ IRVING ST","Sunset/Parkside","37.76223754883","-122.50713348389"
"CALIFORNIA ST \ VAN NESS AVE","Nob Hill","37.79037094116","-122.42233276367"
"34TH AVE \ IRVING ST","Sunset/Parkside","37.76285171509","-122.49320220947"
"GOETTINGEN ST \ SILVER AVE","Portola","37.73155212402","-122.40850830078"
"23RD AVE \ PACHECO ST","Sunset/Parkside","37.75032043457","-122.48049926758"
"EASTWOOD DR \ MIRAMAR AVE \ WESTWOOD DR","West of Twin Peaks","37.7257270813","-122.45819854736"
